zipcode,ca_climate_zone,station_id,station_number,isvalid,station_name
92327,14,"DAGGETT-BARSTOW_723815",723815,1,"DAGGETT-BARSTOW"
92328,14,"CHINA-LAKE_746120",746120,1,"CHINA-LAKE"
92328,16,"BISHOP_724800",724800,1,"BISHOP"
92332,14,"TWENTYNINE-PALMS_690150",690150,1,"TWENTYNINE-PALMS"
92332,15,"NEEDLES_723805",723805,1,"NEEDLES"
92335,10,"RIVERSIDE_722869",722869,1,"RIVERSIDE"
92336,10,"RIVERSIDE_722869",722869,1,"RIVERSIDE"
92336,16,"SANDBERG_723830",723830,1,"SANDBERG"
92337,10,"RIVERSIDE_722869",722869,1,"RIVERSIDE"
92338,14,"TWENTYNINE-PALMS_690150",690150,1,"TWENTYNINE-PALMS"
92338,15,"PALM-SPRINGS-INTL_722868",722868,1,"PALM-SPRINGS-INTL"
92339,14,"TWENTYNINE-PALMS_690150",690150,1,"TWENTYNINE-PALMS"
92339,16,"SANDBERG_723830",723830,1,"SANDBERG"
92342,14,"EDWARDS-AFB_723810",723810,1,"EDWARDS-AFB"
92344,14,"PALMDALE_723820",723820,1,"PALMDALE"
92344,16,"SANDBERG_723830",723830,1,"SANDBERG"
92345,14,"DAGGETT-BARSTOW_723815",723815,1,"DAGGETT-BARSTOW"
92345,16,"SANDBERG_723830",723830,1,"SANDBERG"
92346,10,"RIVERSIDE-MARCH-AFB_722860",722860,1,"RIVERSIDE-MARCH-AFB"
92346,16,"SANDBERG_723830",723830,1,"SANDBERG"
92347,14,"DAGGETT-BARSTOW_723815",723815,1,"DAGGETT-BARSTOW"
92350,10,"RIVERSIDE_722869",722869,1,"RIVERSIDE"
92352,16,"SANDBERG_723830",723830,1,"SANDBERG"
92354,10,"RIVERSIDE-MARCH-AFB_722860",722860,1,"RIVERSIDE-MARCH-AFB"
92356,14,"DAGGETT-BARSTOW_723815",723815,1,"DAGGETT-BARSTOW"
92356,16,"SANDBERG_723830",723830,1,"SANDBERG"
92358,16,"SANDBERG_723830",723830,1,"SANDBERG"
92359,10,"RIVERSIDE-MARCH-AFB_722860",722860,1,"RIVERSIDE-MARCH-AFB"
92359,16,"SANDBERG_723830",723830,1,"SANDBERG"
92363,14,"TWENTYNINE-PALMS_690150",690150,1,"TWENTYNINE-PALMS"
92363,15,"NEEDLES_723805",723805,1,"NEEDLES"
92364,14,"DAGGETT-BARSTOW_723815",723815,1,"DAGGETT-BARSTOW"
92365,14,"DAGGETT-BARSTOW_723815",723815,1,"DAGGETT-BARSTOW"
92368,14,"DAGGETT-BARSTOW_723815",723815,1,"DAGGETT-BARSTOW"
92371,14,"PALMDALE_723820",723820,1,"PALMDALE"
92371,16,"SANDBERG_723830",723830,1,"SANDBERG"
92372,14,"PALMDALE_723820",723820,1,"PALMDALE"
92373,10,"RIVERSIDE-MARCH-AFB_722860",722860,1,"RIVERSIDE-MARCH-AFB"
92373,10,"RIVERSIDE-MARCH-AFB_722860",722860,1,"RIVERSIDE-MARCH-AFB"
92374,10,"RIVERSIDE-MARCH-AFB_722860",722860,1,"RIVERSIDE-MARCH-AFB"
92376,10,"RIVERSIDE_722869",722869,1,"RIVERSIDE"
92377,10,"RIVERSIDE_722869",722869,1,"RIVERSIDE"
92382,16,"SANDBERG_723830",723830,1,"SANDBERG"
92384,14,"DAGGETT-BARSTOW_723815",723815,1,"DAGGETT-BARSTOW"
92385,16,"SANDBERG_723830",723830,1,"SANDBERG"
92389,14,"DAGGETT-BARSTOW_723815",723815,1,"DAGGETT-BARSTOW"
92392,14,"EDWARDS-AFB_723810",723810,1,"EDWARDS-AFB"
92394,14,"DAGGETT-BARSTOW_723815",723815,1,"DAGGETT-BARSTOW"
92395,14,"EDWARDS-AFB_723810",723810,1,"EDWARDS-AFB"
92397,14,"PALMDALE_723820",723820,1,"PALMDALE"
92397,16,"SANDBERG_723830",723830,1,"SANDBERG"
92399,10,"RIVERSIDE-MARCH-AFB_722860",722860,1,"RIVERSIDE-MARCH-AFB"
92399,10,"RIVERSIDE-MARCH-AFB_722860",722860,1,"RIVERSIDE-MARCH-AFB"
92399,16,"SANDBERG_723830",723830,1,"SANDBERG"
92401,10,"RIVERSIDE_722869",722869,1,"RIVERSIDE"
92404,10,"RIVERSIDE_722869",722869,1,"RIVERSIDE"
92404,16,"SANDBERG_723830",723830,1,"SANDBERG"
92405,10,"RIVERSIDE_722869",722869,1,"RIVERSIDE"
92407,10,"RIVERSIDE_722869",722869,1,"RIVERSIDE"
92407,14,"PALMDALE_723820",723820,1,"PALMDALE"
92407,16,"SANDBERG_723830",723830,1,"SANDBERG"
92408,10,"RIVERSIDE_722869",722869,1,"RIVERSIDE"
92410,10,"RIVERSIDE_722869",722869,1,"RIVERSIDE"
92411,10,"RIVERSIDE_722869",722869,1,"RIVERSIDE"
92501,10,"RIVERSIDE_722869",722869,1,"RIVERSIDE"
92503,10,"RIVERSIDE_722869",722869,1,"RIVERSIDE"
92504,10,"RIVERSIDE_722869",722869,1,"RIVERSIDE"
92505,10,"RIVERSIDE_722869",722869,1,"RIVERSIDE"
92506,10,"RIVERSIDE_722869",722869,1,"RIVERSIDE"
92507,10,"RIVERSIDE_722869",722869,1,"RIVERSIDE"
92508,10,"RIVERSIDE-MARCH-AFB_722860",722860,1,"RIVERSIDE-MARCH-AFB"
92509,10,"RIVERSIDE_722869",722869,1,"RIVERSIDE"
92509,10,"RIVERSIDE_722869",722869,1,"RIVERSIDE"
92518,10,"RIVERSIDE-MARCH-AFB_722860",722860,1,"RIVERSIDE-MARCH-AFB"
92521,10,"RIVERSIDE_722869",722869,1,"RIVERSIDE"
92530,7,"CARLSBAD_722927",722927,1,"CARLSBAD"
92530,8,"SANTA-ANA_722977",722977,1,"SANTA-ANA"
92530,8,"SANTA-ANA_722977",722977,1,"SANTA-ANA"
92530,10,"RIVERSIDE-MARCH-AFB_722860",722860,1,"RIVERSIDE-MARCH-AFB"
92530,10,"RIVERSIDE-MARCH-AFB_722860",722860,1,"RIVERSIDE-MARCH-AFB"
92532,10,"RIVERSIDE-MARCH-AFB_722860",722860,1,"RIVERSIDE-MARCH-AFB"
92536,10,"CAMP-PENDLETON_722926",722926,1,"CAMP-PENDLETON"
92536,14,"TWENTYNINE-PALMS_690150",690150,1,"TWENTYNINE-PALMS"
92536,14,"TWENTYNINE-PALMS_690150",690150,1,"TWENTYNINE-PALMS"
92536,15,"PALM-SPRINGS-INTL_722868",722868,1,"PALM-SPRINGS-INTL"
92536,16,"SANDBERG_723830",723830,1,"SANDBERG"
92539,10,"RIVERSIDE-MARCH-AFB_722860",722860,1,"RIVERSIDE-MARCH-AFB"
92539,14,"TWENTYNINE-PALMS_690150",690150,1,"TWENTYNINE-PALMS"
92539,15,"PALM-SPRINGS-INTL_722868",722868,1,"PALM-SPRINGS-INTL"
92539,16,"SANDBERG_723830",723830,1,"SANDBERG"
92543,10,"RIVERSIDE-MARCH-AFB_722860",722860,1,"RIVERSIDE-MARCH-AFB"
92544,10,"RIVERSIDE-MARCH-AFB_722860",722860,1,"RIVERSIDE-MARCH-AFB"
92544,16,"SANDBERG_723830",723830,1,"SANDBERG"
92545,10,"RIVERSIDE-MARCH-AFB_722860",722860,1,"RIVERSIDE-MARCH-AFB"
92548,10,"RIVERSIDE-MARCH-AFB_722860",722860,1,"RIVERSIDE-MARCH-AFB"
92549,10,"RIVERSIDE-MARCH-AFB_722860",722860,1,"RIVERSIDE-MARCH-AFB"
92549,15,"PALM-SPRINGS-INTL_722868",722868,1,"PALM-SPRINGS-INTL"
92549,16,"SANDBERG_723830",723830,1,"SANDBERG"
92551,10,"RIVERSIDE-MARCH-AFB_722860",722860,1,"RIVERSIDE-MARCH-AFB"
92553,10,"RIVERSIDE-MARCH-AFB_722860",722860,1,"RIVERSIDE-MARCH-AFB"
92555,10,"RIVERSIDE-MARCH-AFB_722860",722860,1,"RIVERSIDE-MARCH-AFB"
92557,10,"RIVERSIDE-MARCH-AFB_722860",722860,1,"RIVERSIDE-MARCH-AFB"
92561,14,"TWENTYNINE-PALMS_690150",690150,1,"TWENTYNINE-PALMS"
92561,15,"PALM-SPRINGS-INTL_722868",722868,1,"PALM-SPRINGS-INTL"
92561,16,"SANDBERG_723830",723830,1,"SANDBERG"
92562,7,"CARLSBAD_722927",722927,1,"CARLSBAD"
92562,10,"CAMP-PENDLETON_722926",722926,1,"CAMP-PENDLETON"
92563,10,"RIVERSIDE-MARCH-AFB_722860",722860,1,"RIVERSIDE-MARCH-AFB"
92567,10,"RIVERSIDE-MARCH-AFB_722860",722860,1,"RIVERSIDE-MARCH-AFB"
92570,10,"RIVERSIDE-MARCH-AFB_722860",722860,1,"RIVERSIDE-MARCH-AFB"
92571,10,"RIVERSIDE-MARCH-AFB_722860",722860,1,"RIVERSIDE-MARCH-AFB"
92582,10,"RIVERSIDE-MARCH-AFB_722860",722860,1,"RIVERSIDE-MARCH-AFB"
92583,10,"RIVERSIDE-MARCH-AFB_722860",722860,1,"RIVERSIDE-MARCH-AFB"
92584,10,"RIVERSIDE-MARCH-AFB_722860",722860,1,"RIVERSIDE-MARCH-AFB"
92585,10,"RIVERSIDE-MARCH-AFB_722860",722860,1,"RIVERSIDE-MARCH-AFB"
92586,10,"RIVERSIDE-MARCH-AFB_722860",722860,1,"RIVERSIDE-MARCH-AFB"
92587,10,"RIVERSIDE-MARCH-AFB_722860",722860,1,"RIVERSIDE-MARCH-AFB"
92590,10,"CAMP-PENDLETON_722926",722926,1,"CAMP-PENDLETON"
92591,10,"CAMP-PENDLETON_722926",722926,1,"CAMP-PENDLETON"
92592,10,"CAMP-PENDLETON_722926",722926,1,"CAMP-PENDLETON"
92592,14,"TWENTYNINE-PALMS_690150",690150,1,"TWENTYNINE-PALMS"
92595,10,"RIVERSIDE-MARCH-AFB_722860",722860,1,"RIVERSIDE-MARCH-AFB"
92596,10,"RIVERSIDE-MARCH-AFB_722860",722860,1,"RIVERSIDE-MARCH-AFB"
92602,8,"SANTA-ANA_722977",722977,1,"SANTA-ANA"
92603,6,"TORRANCE_722955",722955,1,"TORRANCE"
92603,8,"SANTA-ANA_722977",722977,1,"SANTA-ANA"
92604,8,"SANTA-ANA_722977",722977,1,"SANTA-ANA"
92606,8,"SANTA-ANA_722977",722977,1,"SANTA-ANA"
92610,8,"SANTA-ANA_722977",722977,1,"SANTA-ANA"
92612,6,"TORRANCE_722955",722955,1,"TORRANCE"
92612,8,"SANTA-ANA_722977",722977,1,"SANTA-ANA"
92614,6,"TORRANCE_722955",722955,1,"TORRANCE"
92614,8,"SANTA-ANA_722977",722977,1,"SANTA-ANA"
92617,6,"TORRANCE_722955",722955,1,"TORRANCE"
92617,8,"SANTA-ANA_722977",722977,1,"SANTA-ANA"
92618,8,"SANTA-ANA_722977",722977,1,"SANTA-ANA"
92620,8,"SANTA-ANA_722977",722977,1,"SANTA-ANA"
92624,6,"TORRANCE_722955",722955,1,"TORRANCE"
92625,6,"TORRANCE_722955",722955,1,"TORRANCE"
92626,6,"TORRANCE_722955",722955,1,"TORRANCE"
92626,8,"SANTA-ANA_722977",722977,1,"SANTA-ANA"
92627,6,"TORRANCE_722955",722955,1,"TORRANCE"
92629,6,"TORRANCE_722955",722955,1,"TORRANCE"
92630,8,"SANTA-ANA_722977",722977,1,"SANTA-ANA"
92637,6,"TORRANCE_722955",722955,1,"TORRANCE"
92637,8,"SANTA-ANA_722977",722977,1,"SANTA-ANA"
92646,6,"TORRANCE_722955",722955,1,"TORRANCE"
92647,6,"TORRANCE_722955",722955,1,"TORRANCE"
92648,6,"TORRANCE_722955",722955,1,"TORRANCE"
92649,6,"TORRANCE_722955",722955,1,"TORRANCE"
92651,6,"TORRANCE_722955",722955,1,"TORRANCE"
92651,8,"SANTA-ANA_722977",722977,1,"SANTA-ANA"
92653,6,"TORRANCE_722955",722955,1,"TORRANCE"
92653,8,"SANTA-ANA_722977",722977,1,"SANTA-ANA"
92655,6,"TORRANCE_722955",722955,1,"TORRANCE"
92656,6,"TORRANCE_722955",722955,1,"TORRANCE"
92656,8,"SANTA-ANA_722977",722977,1,"SANTA-ANA"
92657,6,"TORRANCE_722955",722955,1,"TORRANCE"
92660,6,"TORRANCE_722955",722955,1,"TORRANCE"
92660,8,"SANTA-ANA_722977",722977,1,"SANTA-ANA"
92661,6,"TORRANCE_722955",722955,1,"TORRANCE"
92662,6,"TORRANCE_722955",722955,1,"TORRANCE"
92663,6,"TORRANCE_722955",722955,1,"TORRANCE"
92672,6,"TORRANCE_722955",722955,1,"TORRANCE"
92672,6,"TORRANCE_722955",722955,1,"TORRANCE"
92672,7,"CARLSBAD_722927",722927,1,"CARLSBAD"
92672,7,"CARLSBAD_722927",722927,1,"CARLSBAD"
92672,8,"SANTA-ANA_722977",722977,1,"SANTA-ANA"
92673,6,"TORRANCE_722955",722955,1,"TORRANCE"
92673,8,"SANTA-ANA_722977",722977,1,"SANTA-ANA"
92675,6,"TORRANCE_722955",722955,1,"TORRANCE"
92675,7,"CARLSBAD_722927",722927,1,"CARLSBAD"
92675,8,"SANTA-ANA_722977",722977,1,"SANTA-ANA"
92675,8,"SANTA-ANA_722977",722977,1,"SANTA-ANA"
92675,10,"CAMP-PENDLETON_722926",722926,1,"CAMP-PENDLETON"
92675,10,"CAMP-PENDLETON_722926",722926,1,"CAMP-PENDLETON"
92676,8,"SANTA-ANA_722977",722977,1,"SANTA-ANA"
92676,10,"CHINO_722899",722899,1,"CHINO"
92677,6,"TORRANCE_722955",722955,1,"TORRANCE"
92679,8,"SANTA-ANA_722977",722977,1,"SANTA-ANA"
92679,10,"RIVERSIDE_722869",722869,1,"RIVERSIDE"
92683,6,"TORRANCE_722955",722955,1,"TORRANCE"
92683,8,"LOS-ALAMITOS_722975",722975,1,"LOS-ALAMITOS"
92688,8,"SANTA-ANA_722977",722977,1,"SANTA-ANA"
92691,6,"TORRANCE_722955",722955,1,"TORRANCE"
92691,8,"SANTA-ANA_722977",722977,1,"SANTA-ANA"
92692,6,"TORRANCE_722955",722955,1,"TORRANCE"
92692,8,"SANTA-ANA_722977",722977,1,"SANTA-ANA"
92694,8,"SANTA-ANA_722977",722977,1,"SANTA-ANA"
92697,6,"TORRANCE_722955",722955,1,"TORRANCE"
92701,8,"SANTA-ANA_722977",722977,1,"SANTA-ANA"
92703,6,"TORRANCE_722955",722955,1,"TORRANCE"
92703,8,"SANTA-ANA_722977",722977,1,"SANTA-ANA"
92704,6,"TORRANCE_722955",722955,1,"TORRANCE"
92704,8,"SANTA-ANA_722977",722977,1,"SANTA-ANA"
92705,8,"SANTA-ANA_722977",722977,1,"SANTA-ANA"
92706,8,"SANTA-ANA_722977",722977,1,"SANTA-ANA"
92707,6,"TORRANCE_722955",722955,1,"TORRANCE"
92707,8,"SANTA-ANA_722977",722977,1,"SANTA-ANA"
92708,6,"TORRANCE_722955",722955,1,"TORRANCE"
92708,8,"SANTA-ANA_722977",722977,1,"SANTA-ANA"
92780,8,"SANTA-ANA_722977",722977,1,"SANTA-ANA"
92782,8,"SANTA-ANA_722977",722977,1,"SANTA-ANA"
92801,8,"FULLERTON_722976",722976,1,"FULLERTON"
92802,8,"FULLERTON_722976",722976,1,"FULLERTON"
92804,8,"FULLERTON_722976",722976,1,"FULLERTON"
92805,8,"FULLERTON_722976",722976,1,"FULLERTON"
92806,8,"FULLERTON_722976",722976,1,"FULLERTON"
92807,8,"FULLERTON_722976",722976,1,"FULLERTON"
92808,8,"FULLERTON_722976",722976,1,"FULLERTON"
92821,8,"FULLERTON_722976",722976,1,"FULLERTON"
92821,9,"LOS-ANGELES-DOWNTOWN_722874",722874,1,"LOS-ANGELES-DOWNTOWN"
92823,8,"FULLERTON_722976",722976,1,"FULLERTON"
92823,9,"LOS-ANGELES-DOWNTOWN_722874",722874,1,"LOS-ANGELES-DOWNTOWN"
92823,10,"CHINO_722899",722899,1,"CHINO"
92831,8,"FULLERTON_722976",722976,1,"FULLERTON"
92832,8,"FULLERTON_722976",722976,1,"FULLERTON"
92833,8,"FULLERTON_722976",722976,1,"FULLERTON"
92833,9,"LOS-ANGELES-DOWNTOWN_722874",722874,1,"LOS-ANGELES-DOWNTOWN"
92835,8,"FULLERTON_722976",722976,1,"FULLERTON"
92840,8,"LOS-ALAMITOS_722975",722975,1,"LOS-ALAMITOS"
92841,6,"TORRANCE_722955",722955,1,"TORRANCE"
92841,8,"LOS-ALAMITOS_722975",722975,1,"LOS-ALAMITOS"
92843,6,"TORRANCE_722955",722955,1,"TORRANCE"
92843,8,"LOS-ALAMITOS_722975",722975,1,"LOS-ALAMITOS"
92844,6,"TORRANCE_722955",722955,1,"TORRANCE"
92844,8,"LOS-ALAMITOS_722975",722975,1,"LOS-ALAMITOS"
92845,6,"TORRANCE_722955",722955,1,"TORRANCE"
92845,8,"LOS-ALAMITOS_722975",722975,1,"LOS-ALAMITOS"
92860,10,"CHINO_722899",722899,1,"CHINO"
92861,8,"FULLERTON_722976",722976,1,"FULLERTON"
92862,8,"SANTA-ANA_722977",722977,1,"SANTA-ANA"
92865,8,"FULLERTON_722976",722976,1,"FULLERTON"
92866,8,"SANTA-ANA_722977",722977,1,"SANTA-ANA"
92867,8,"SANTA-ANA_722977",722977,1,"SANTA-ANA"
92868,8,"SANTA-ANA_722977",722977,1,"SANTA-ANA"
92869,8,"SANTA-ANA_722977",722977,1,"SANTA-ANA"
92870,8,"FULLERTON_722976",722976,1,"FULLERTON"
92879,10,"RIVERSIDE_722869",722869,1,"RIVERSIDE"
92880,8,"FULLERTON_722976",722976,1,"FULLERTON"
92880,10,"CHINO_722899",722899,1,"CHINO"
92880,10,"CHINO_722899",722899,1,"CHINO"
92881,10,"RIVERSIDE_722869",722869,1,"RIVERSIDE"
92882,8,"SANTA-ANA_722977",722977,1,"SANTA-ANA"
92882,10,"CHINO_722899",722899,1,"CHINO"
92883,8,"SANTA-ANA_722977",722977,1,"SANTA-ANA"
92883,10,"RIVERSIDE_722869",722869,1,"RIVERSIDE"
92886,8,"FULLERTON_722976",722976,1,"FULLERTON"
92886,10,"CHINO_722899",722899,1,"CHINO"
92887,8,"FULLERTON_722976",722976,1,"FULLERTON"
92887,10,"CHINO_722899",722899,1,"CHINO"
93001,6,"OXNARD_723927",723927,1,"OXNARD"
93001,9,"VAN-NUYS_722886",722886,1,"VAN-NUYS"
93003,6,"OXNARD_723927",723927,1,"OXNARD"
93003,9,"VAN-NUYS_722886",722886,1,"VAN-NUYS"
93004,6,"OXNARD_723927",723927,1,"OXNARD"
93004,9,"VAN-NUYS_722886",722886,1,"VAN-NUYS"
93010,6,"CAMARILLO_723926",723926,1,"CAMARILLO"
93012,6,"CAMARILLO_723926",723926,1,"CAMARILLO"
93012,9,"VAN-NUYS_722886",722886,1,"VAN-NUYS"
93013,5,"LOMPOC_722895",722895,1,"LOMPOC"
93013,6,"SANTA-BARBARA_723925",723925,1,"SANTA-BARBARA"
93013,6,"SANTA-BARBARA_723925",723925,1,"SANTA-BARBARA"
93013,9,"VAN-NUYS_722886",722886,1,"VAN-NUYS"
93015,9,"VAN-NUYS_722886",722886,1,"VAN-NUYS"
93015,16,"SANDBERG_723830",723830,1,"SANDBERG"
93021,6,"CAMARILLO_723926",723926,1,"CAMARILLO"
93021,9,"VAN-NUYS_722886",722886,1,"VAN-NUYS"
93022,9,"VAN-NUYS_722886",722886,1,"VAN-NUYS"
93023,5,"LOMPOC_722895",722895,1,"LOMPOC"
93023,6,"OXNARD_723927",723927,1,"OXNARD"
93023,9,"VAN-NUYS_722886",722886,1,"VAN-NUYS"
93023,16,"SANDBERG_723830",723830,1,"SANDBERG"
93030,6,"OXNARD_723927",723927,1,"OXNARD"
93033,6,"POINT-MUGU_723910",723910,1,"POINT-MUGU"
93035,6,"OXNARD_723927",723927,1,"OXNARD"
93036,6,"OXNARD_723927",723927,1,"OXNARD"
93041,6,"POINT-MUGU_723910",723910,1,"POINT-MUGU"
93042,6,"POINT-MUGU_723910",723910,1,"POINT-MUGU"
93043,6,"OXNARD_723927",723927,1,"OXNARD"
93060,6,"CAMARILLO_723926",723926,1,"CAMARILLO"
93060,9,"VAN-NUYS_722886",722886,1,"VAN-NUYS"
93060,16,"SANDBERG_723830",723830,1,"SANDBERG"
93063,9,"VAN-NUYS_722886",722886,1,"VAN-NUYS"
93063,9,"VAN-NUYS_722886",722886,1,"VAN-NUYS"
93065,9,"VAN-NUYS_722886",722886,1,"VAN-NUYS"
93066,6,"CAMARILLO_723926",723926,1,"CAMARILLO"
93066,9,"VAN-NUYS_722886",722886,1,"VAN-NUYS"
93067,6,"SANTA-BARBARA_723925",723925,1,"SANTA-BARBARA"
93101,6,"SANTA-BARBARA_723925",723925,1,"SANTA-BARBARA"
93103,6,"SANTA-BARBARA_723925",723925,1,"SANTA-BARBARA"
93105,5,"LOMPOC_722895",722895,1,"LOMPOC"
93105,6,"SANTA-BARBARA_723925",723925,1,"SANTA-BARBARA"
93105,16,"SANDBERG_723830",723830,1,"SANDBERG"
93106,6,"SANTA-BARBARA_723925",723925,1,"SANTA-BARBARA"
93108,5,"LOMPOC_722895",722895,1,"LOMPOC"
93108,6,"SANTA-BARBARA_723925",723925,1,"SANTA-BARBARA"
93108,9,"VAN-NUYS_722886",722886,1,"VAN-NUYS"
93108,16,"SANDBERG_723830",723830,1,"SANDBERG"
93109,6,"SANTA-BARBARA_723925",723925,1,"SANTA-BARBARA"
93110,6,"SANTA-BARBARA_723925",723925,1,"SANTA-BARBARA"
93111,5,"LOMPOC_722895",722895,1,"LOMPOC"
93111,6,"SANTA-BARBARA_723925",723925,1,"SANTA-BARBARA"
93117,5,"LOMPOC_722895",722895,1,"LOMPOC"
93117,6,"SANTA-BARBARA_723925",723925,1,"SANTA-BARBARA"
93202,13,"LEMOORE_747020",747020,1,"LEMOORE"
93203,13,"BAKERSFIELD_723840",723840,1,"BAKERSFIELD"
93203,16,"SANDBERG_723830",723830,1,"SANDBERG"
93204,4,"PASO-ROBLES_723965",723965,1,"PASO-ROBLES"
93204,13,"LEMOORE_747020",747020,1,"LEMOORE"
93205,16,"SANDBERG_723830",723830,1,"SANDBERG"
93206,13,"BAKERSFIELD_723840",723840,1,"BAKERSFIELD"
93207,13,"PORTERVILLE_723895",723895,1,"PORTERVILLE"
93207,16,"SANDBERG_723830",723830,1,"SANDBERG"
93210,4,"PASO-ROBLES_723965",723965,1,"PASO-ROBLES"
93210,13,"LEMOORE_747020",747020,1,"LEMOORE"
93212,13,"VISALIA_723896",723896,1,"VISALIA"
93212,13,"VISALIA_723896",723896,1,"VISALIA"
93215,13,"PORTERVILLE_723895",723895,1,"PORTERVILLE"
93215,13,"PORTERVILLE_723895",723895,1,"PORTERVILLE"
93219,13,"PORTERVILLE_723895",723895,1,"PORTERVILLE"
93221,13,"PORTERVILLE_723895",723895,1,"PORTERVILLE"
93223,13,"VISALIA_723896",723896,1,"VISALIA"
93224,4,"PASO-ROBLES_723965",723965,1,"PASO-ROBLES"
93224,13,"BAKERSFIELD_723840",723840,1,"BAKERSFIELD"
93225,13,"BAKERSFIELD_723840",723840,1,"BAKERSFIELD"
93225,16,"SANDBERG_723830",723830,1,"SANDBERG"
93225,16,"SANDBERG_723830",723830,1,"SANDBERG"
93226,13,"BAKERSFIELD_723840",723840,1,"BAKERSFIELD"
93226,16,"SANDBERG_723830",723830,1,"SANDBERG"
93230,13,"VISALIA_723896",723896,1,"VISALIA"
93234,13,"LEMOORE_747020",747020,1,"LEMOORE"
93235,13,"VISALIA_723896",723896,1,"VISALIA"
93238,16,"SANDBERG_723830",723830,1,"SANDBERG"
93239,13,"LEMOORE_747020",747020,1,"LEMOORE"
93239,13,"LEMOORE_747020",747020,1,"LEMOORE"
93240,16,"SANDBERG_723830",723830,1,"SANDBERG"
93241,13,"BAKERSFIELD_723840",723840,1,"BAKERSFIELD"
93242,13,"LEMOORE_747020",747020,1,"LEMOORE"
93242,13,"LEMOORE_747020",747020,1,"LEMOORE"
93243,13,"BAKERSFIELD_723840",723840,1,"BAKERSFIELD"
93243,14,"LANCASTER_723816",723816,1,"LANCASTER"
93243,14,"LANCASTER_723816",723816,1,"LANCASTER"
93243,16,"SANDBERG_723830",723830,1,"SANDBERG"
93243,16,"SANDBERG_723830",723830,1,"SANDBERG"
93243,16,"SANDBERG_723830",723830,1,"SANDBERG"
93244,13,"VISALIA_723896",723896,1,"VISALIA"
93245,13,"LEMOORE_747020",747020,1,"LEMOORE"
93247,13,"PORTERVILLE_723895",723895,1,"PORTERVILLE"
93249,4,"PASO-ROBLES_723965",723965,1,"PASO-ROBLES"
93249,13,"LEMOORE_747020",747020,1,"LEMOORE"
93250,13,"BAKERSFIELD_723840",723840,1,"BAKERSFIELD"
93251,4,"PASO-ROBLES_723965",723965,1,"PASO-ROBLES"
93251,4,"PASO-ROBLES_723965",723965,1,"PASO-ROBLES"
93251,13,"BAKERSFIELD_723840",723840,1,"BAKERSFIELD"
93251,13,"BAKERSFIELD_723840",723840,1,"BAKERSFIELD"
93252,4,"PASO-ROBLES_723965",723965,1,"PASO-ROBLES"
93252,4,"PASO-ROBLES_723965",723965,1,"PASO-ROBLES"
93252,4,"PASO-ROBLES_723965",723965,1,"PASO-ROBLES"
93252,5,"SANTA-MARIA_723940",723940,1,"SANTA-MARIA"
93252,13,"BAKERSFIELD_723840",723840,1,"BAKERSFIELD"
93252,13,"BAKERSFIELD_723840",723840,1,"BAKERSFIELD"
93252,13,"BAKERSFIELD_723840",723840,1,"BAKERSFIELD"
93252,13,"BAKERSFIELD_723840",723840,1,"BAKERSFIELD"
93252,16,"SANDBERG_723830",723830,1,"SANDBERG"
93252,16,"SANDBERG_723830",723830,1,"SANDBERG"
93252,16,"SANDBERG_723830",723830,1,"SANDBERG"
93254,4,"PASO-ROBLES_723965",723965,1,"PASO-ROBLES"
93254,5,"SANTA-MARIA_723940",723940,1,"SANTA-MARIA"
93255,14,"INYOKERN_723826",723826,1,"INYOKERN"
93255,16,"SANDBERG_723830",723830,1,"SANDBERG"
93256,13,"PORTERVILLE_723895",723895,1,"PORTERVILLE"
93257,13,"PORTERVILLE_723895",723895,1,"PORTERVILLE"
93257,16,"SANDBERG_723830",723830,1,"SANDBERG"
93260,13,"PORTERVILLE_723895",723895,1,"PORTERVILLE"
93260,16,"SANDBERG_723830",723830,1,"SANDBERG"
93262,13,"PORTERVILLE_723895",723895,1,"PORTERVILLE"
93262,16,"BISHOP_724800",724800,1,"BISHOP"
93263,13,"BAKERSFIELD_723840",723840,1,"BAKERSFIELD"
93265,13,"PORTERVILLE_723895",723895,1,"PORTERVILLE"
93265,16,"BISHOP_724800",724800,1,"BISHOP"
93266,13,"LEMOORE_747020",747020,1,"LEMOORE"
93267,13,"PORTERVILLE_723895",723895,1,"PORTERVILLE"
93268,4,"PASO-ROBLES_723965",723965,1,"PASO-ROBLES"
93268,13,"BAKERSFIELD_723840",723840,1,"BAKERSFIELD"
93270,13,"PORTERVILLE_723895",723895,1,"PORTERVILLE"
93271,13,"VISALIA_723896",723896,1,"VISALIA"
93271,16,"BISHOP_724800",724800,1,"BISHOP"
93272,13,"PORTERVILLE_723895",723895,1,"PORTERVILLE"
93274,13,"VISALIA_723896",723896,1,"VISALIA"
93276,13,"BAKERSFIELD_723840",723840,1,"BAKERSFIELD"
93277,13,"VISALIA_723896",723896,1,"VISALIA"
93280,13,"BAKERSFIELD_723840",723840,1,"BAKERSFIELD"
93283,14,"MOJAVE_722953",722953,1,"MOJAVE"
93283,16,"SANDBERG_723830",723830,1,"SANDBERG"
93285,13,"BAKERSFIELD_723840",723840,1,"BAKERSFIELD"
93285,16,"SANDBERG_723830",723830,1,"SANDBERG"
93286,13,"VISALIA_723896",723896,1,"VISALIA"
93286,16,"BISHOP_724800",724800,1,"BISHOP"
